Question,copilot_answer,luisgpt_answer,response_time,faithfulness_rating,faithfulness_reason,factualness_rating,factualness_reason,clarity_rating,clarity_reason,relevance_rating,relevance_reason,conciseness_rating,conciseness_reason,overall_rating,overall_reason
What is the working hours in Singtel,"Employees at Singtel are normally required to work not less than 42 hours or more than 44 hours a week. The working hours vary based on the work week pattern, such as five and a half days or five days, with specific start and end times for each scenario [1].

[1]: cite:1 ""Citation-1""","Based on the information provided, the working hours for Singtel employees are as follows:

* Full-time employees are required to work either 42 hours or 44 hours per week.
* Part-time employees are normally required to work a minimum of 18 hours a week and are entitled to pro-rata conditions comparable to a full-time position.
* The working hours for each day are determined by the manager and communicated to the employee.
* Employees are expected to work five days a week, with Saturday being a non-working day.
* An employee's rest day is scheduled by the line department and shall be communicated to the employee before the commencement of the month in which the rest days fall.
* An employee who is recalled to work on his scheduled off day for any period of less than four hours shall be given overtime compensation for four hours.
* If an employee is required to work on his scheduled rest day and such work is continued from a previous shift in which the employee was working on, such hours shall be regarded as work performed on a rest day.",37.57151312828064,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,8,Copilot delivers a good answer with room for improvement.
I would like to request for COE without salary,"Certainly! To request a Certificate of Employment (COE) without salary details, you can follow these steps:

1. **Log in to the HR Portal**: Access the Singtel HR portal using your employee credentials.
2. **Navigate to the Requests Section**: Look for the section where you can make HR-related requests. This is often labeled as ""Employee Services"" or ""HR Requests.""
3. **Select Certificate of Employment**: Choose the option to request a Certificate of Employment.
4. **Specify Details**: Indicate that you would like the COE to exclude salary details. There should be an option or a comments section where you can specify this preference.
5. **Submit the Request**: Once you have filled in all the necessary information, submit your request.
6. **Confirmation**: You should receive a confirmation email or notification that your request has been received and is being processed.

If you encounter any issues or need further assistance, you can contact the HR support team directly through the portal or via email.

Would you like the direct link to the HR portal or any additional assistance?
AI-generated content may be incorrectCertainly! To request a Certificate of Employment (COE) without salary details from Singtel, you can follow these steps:

1. **Log in to the HR Portal**: Access the Singtel HR portal using your employee credentials.

2. **Navigate to the Request Section**: Look for the section where you can request employment documents. This is usually under ""Employee Services"" or ""HR Services.""

3. **Select Certificate of Employment**: Choose the option to request a Certificate of Employment.

4. **Specify Details**: When filling out the request form, make sure to specify that you do not want salary details included in the certificate. There should be an option or a comments section where you can mention this preference.

5. **Submit the Request**: Once you have filled out all the necessary information, submit your request.

6. **Confirmation**: You should receive a confirmation email or notification that your request has been received. The HR team will process your request and provide you with the COE.

If you encounter any issues or need further assistance, you can contact the HR support team directly through the portal or via email.

Would you like any additional information or assistance with this process?
AI-generated content may be incorrect[]","Sure, here's an example response:

Dear Luis,

Thank you for reaching out to us. Unfortunately, it's not possible to request for a Certificate of Employment (COE) without salary information. The COE is a document that confirms your employment status and includes details such as your job title, employment duration, and salary information.

If you need a COE for a specific purpose, such as applying for a bank loan or a visa, you will need to provide your salary information as part of the application process. The bank or embassy may require this information to verify your employment status and determine your eligibility for the loan or visa.

If you're concerned about privacy, you can ask your HR department to provide you with a COE that only includes your employment status and job title, without any salary information. However, please note that this may not be acceptable to all banks or embassies, and they may require a COE with salary information.

I hope this helps clarify things. Let me know if you have any further questions!",55.572727632522586,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
What is annex a?,"Annex A in the context of Singtel HR refers to the Incident Report form that needs to be completed and submitted when an accident occurs, as part of the Work Injury Compensation Claims Procedures [1].

[1]: cite:1 ""Citation-1""","Based on the provided information, Annex A appears to be a document or letter required for Singapore Permanent Residence (PR) application. It is mentioned that the applicant needs to obtain the Annex A from their employer, and the employer needs to fill in and sign the form. The Annex A is then submitted together with the PR application form.

Therefore, Annex A is likely a supporting document that provides additional information about the applicant's employment history, income, and other relevant details that are required for the PR application process.",36.296076488494876,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
Where can i get a copy of annex a,"You can get a copy of Annex A by referring to the document titled ""Work Injury Compensation Claims Procedures (Singapore)"" [1].

[1]: cite:1 ""Citation-1""","Hi there! You can get a copy of Annex A for your PR application by requesting it through the Certificate of Employment Request portal on Singtel Group Espresso Home Page. Here are the steps:

1. Go to the Singtel Group Espresso Home Page (<<a href=""https://singtel.sharepoint.com/Pages/default.aspx>)"" target=""_blank"">https://singtel.sharepoint.com/Pages/default.aspx>)</a>
2. Click on SELF-SERVICE > Click on Certificate of Employment Request
3. Select [Addressed to ICA] under * Type of Letter(s)
4. Fill in the request form and submit it
5. You will receive an email notification upon successful submission of the request
6. You will receive a soft copy of the document/letter within 24 hours

If you have any issues or concerns, you can email the People Ops Team at <a href=""mailto:hremployteam@singtel.com"" target=""_blank"">hremployteam@singtel.com</a> (for Singtel employees) or <a href=""mailto:ml-ncshropsup@singtel.com"" target=""_blank"">ml-ncshropsup@singtel.com</a> (for NCS employees).

Alternatively, you can also retrieve/print your pay statements at HRCentral > Home > select ���View Payroll Information�۝ from the menu > Click on ���Payroll�۝ to get an income breakdown.

I hope this helps! Let me know if you have any further questions.

Additionally, you can check out the following links for more information:
- <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank""> Espresso </a> 
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",37.035098028182986,5,Copilot's response is not entirely faithful to the question as it assumes a specific document that may not be relevant.,4,Copilot provides information that may not be factually accurate or relevant to the specific 'Annex A' the user is asking about.,7,"Copilot presents the information clearly, but the relevance of the information is questionable.",3,Copilot's response is largely irrelevant to the user's query about obtaining 'Annex A'.,8,"Copilot provides a concise answer, although it is not directly relevant.",5,Copilot's answer is clear and concise but lacks relevance and factual accuracy regarding the user's specific query.
How to print or download my payslip?,"To print or download your payslip, you can email Payroll via g-payrollsg@singtel.com for queries related to payslips [1].

[1]: cite:1 ""Citation-1""","Hi there! I'm happy to help you with your question. However, I couldn't find any information related to printing or downloading payslips in the provided context.

But don't worry, I can suggest a few ways to access your payslip:

1. HRCentral: You can view and print your payslip via HRCentral > Home > select ""View Payroll Information"" > Click on ""Payroll"".
2. Singtel's Employee Self-Service Portal: You can log in to the portal and navigate to the ""Payroll"" section to view and download your payslip.
3. Contact Payroll Team: If you have any issues or concerns regarding your payslip, you can reach out to the Payroll Team via HR Assist > <a href=""https://singtel.service-now.com/hr?sysparm_stack=no&sys_id=6683f210dbd3041058647b088c96193f&catalog_id=-1&id=sc_category"" target=""_blank"">Payroll and Tax</a>.

I hope this helps! Let me know if you have any further questions.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.sharepoint.com/sites/app_grouphr/hrcentral/Documents/Quick%20Guide%20for%20Employees_Payroll.pdf' target='_blank'> Quick Guide for Employees_Payroll.pdf </a> 
",36.61307401657105,5,"Copilot does not provide a direct method to print or download the payslip, instead suggesting to email Payroll, which may not be the most accurate or direct approach.",4,Copilot's suggestion to email Payroll may not be factually accurate as the primary method to print or download a payslip.,7,Copilot's response is clear but lacks detailed steps or direct instructions on how to print or download the payslip.,5,Copilot's response is somewhat relevant but does not directly address the question of how to print or download the payslip.,8,"Copilot provides a concise response, although it lacks the necessary details to fully answer the question.",5,"Copilot's answer is not very effective as it does not provide a direct method to print or download the payslip, and the suggested approach may not be the most accurate."
can i take leave to attend NS Graduation?,"You may utilize up to 1 day out of the 5 Flexi Family Leave days a year for attendance of NS-related milestone events and ceremonies, such as NS Graduation. Applications should be supported with appropriate documentation for manager approval [1].

[1]: cite:1 ""Citation-1""","Hello! As a Human Resource (HR) Assistant, I'm happy to help you with your query.

Yes, you can utilize Flexi Family Leave - NS Milestones for attending NS-related milestone events and ceremonies, including the Enlistment and Passing Out Parade (POP) for your child.

To apply for this leave, please submit an application via HRCentral, supported with appropriate documentation, such as a letter or email from the SAF or MINDEF/MHA, indicating the date and details of the event. Your manager will review and approve your application.

Remember, you have up to 5 Flexi Family Leave days available per year, and you can use up to 1 day out of the 5 days for NS-related milestone events and ceremonies.

If you have any further questions or concerns, feel free to reach out to me.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",42.02238245010376,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
injured while at work,"If you get injured while at work, you should follow these steps: 
1. Inform your supervisor as soon as possible.
2. Your supervisor should inform the Business HR Manager and Singtel's Workplace Health & Safety Manager and complete and submit the Incident Report [1].
3. Singtel will pay for your medical expenses and issue a letter of guarantee for hospitalization [1].
4. For Work Injury Compensation claims, Singtel HR should report directly to AWAC via email with a copy to Singtel Risk Management & Marsh [2].
5. Provide the required original documents promptly as per the procedures outlined [1]​[2].

[1]: cite:1 ""Citation-1""
[2]: cite:2 ""Citation-2""","Hello! I'm Luis, HR Assistant at Singtel. Sorry to hear that you've been injured while at work. I'm here to help you with any questions or concerns you may have regarding your Work Injury Compensation claim.

Please note that all work-related injuries must be reported to your supervisor and HR immediately. You can find the Work Injury Compensation Claims Procedures in the attached document.

For your claim, please submit the following documents to AWAC via email with a copy to Singtel RM and Marsh:

1. Duly completed Work Injury Compensation Claim Form (Annex B)
2. Copy of Incident Report
3. Copy of the injured employee's employment pass/work permit/NRIC
4. All medical bills/certificates
5. Salary pay slips for the past 12 months prior to the accident date

If your claim is covered under the Work Injury Compensation Act (""WICA""), AWAC will follow up with specific questions within 5 working days.

Remember, it's important to seek medical attention immediately if you've been injured at work. Singtel will pay for your medical expenses and issue a letter of guarantee for hospitalization.

Feel free to reach out to me if you have any questions or concerns. I'm here to help you through this process.",38.852945756912234,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
when will i get paid flexible benefit,"You will receive the Flexible Benefit Dollar payment every July via payroll. This benefit is applicable to Regular and Re-employed employees in Singapore who meet specific criteria [1].

[1]: cite:1 ""Citation-1""","Based on the information provided, the flexible benefits dollar is paid out annually, and the payment is made in the month of July. To be eligible for the payout, employees must be in service as at 30 June of the same year. Therefore, if you are a regular employee who is in service as at 30 June, you can expect to receive your flexible benefits dollar payout in July.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Benefits/Pages/Flexi-Benefits-Dollar.aspx' target='_blank'> Flexi-Benefits-Dollar </a> 
",37.54481191635132,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,7,Copilot includes mostly relevant details but could be more specific about eligibility criteria.,8,Copilot provides a concise summary of the information.,8,Copilot delivers a good answer with some room for improvement in terms of specificity and minor factual details.
how to apply birthday leave,"To apply for Birthday leave, you need to follow these steps:
1. Log in to the HR system.
2. Navigate to the leave application section.
3. Select ""Birthday Leave"" as the type of leave you wish to apply for.
4. Choose the date within your birthday month for the leave.
5. Submit the application for approval by your manager [1].

[1]: cite:1 ""Citation-1""","To apply for FFL - Birthday Leave, please follow these steps:

1. Go to HRCentral > Home > select ""Time-off"" and select FFL ��� Birthday Leave.
2. Choose the date of your birthday month that you want to take off.
3. Submit your application for approval.

Note: If you are still under probation, you may need to obtain supervisor approval before applying for FFL - Birthday Leave.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",38.595719528198245,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
how do i resign,"To resign from your position at Singtel, you can follow these steps: 
1. Contact your People & Culture Partner for details on the resignation process.
2. Provide supporting reasons for your resignation when applying.
3. If you wish to resign under the Special Outplacement Scheme (SOS), ensure you meet the eligibility criteria and approach your People & Culture Partner for details [1].

[1]: cite:1 ""Citation-1""","To resign from your job, you can follow these steps:

1. Inform your manager about your intention to resign.
2. Go to HRCentral > Home > Employee Info > click on ""Take Action"" on the upper right-hand side of the banner > select ""Termination of Service"" and complete the following steps:
	* Select your Date Notice Given (i.e., the date of resignation).
	* Select your Termination Date/Last Day of Service.
	* Select your Termination Reason from the drop-down list.
	* Click Submit.
	* Input comments, if any.
	* Click Confirm.
3. A workflow will be sent to your Direct Manager. The system will auto-approve after 7 days if there is no action from your Direct Manager. An email notification will be sent to you once approved.

It's important to note that employees are not required to submit any hardcopy resignation letter to their manager. The online process through HRCentral is sufficient.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",39.12186498641968,7,Copilot provides steps that seem plausible but may not be universally applicable to all resignation processes.,6,Copilot's information is somewhat accurate but lacks specific details that could be verified.,8,Copilot presents the steps in a clear and understandable manner.,5,"Copilot includes specific details about Singtel and the Special Outplacement Scheme, which may not be relevant to the general question.",7,Copilot provides a concise summary but includes some unnecessary details.,7,Copilot delivers a good answer but could improve by providing more universally applicable information and reducing irrelevant details.
how do i return my laptop when i resign,"To return your laptop when resigning from Singtel, follow these steps:
1. Initiate the exit clearance documentation process by manually triggering the ""Exit Clearance Checklist (manually trigger)"" [1].
2. Make arrangements to return the laptop to Central PC (IT@PITstop) within 3 working days after leaving the company [1].
3. Central PC (IT@PITstop) will acknowledge receipt of the laptop [1].
4. Sign off the Exit Clearance Checklist once all relevant departments have acknowledged receipt of their related assets [1].

[1]: cite:1 ""Citation-1""","Hello! I'm Luis, HR Assistant at Singtel. Thank you for reaching out to us.

To return your laptop when you resign, please follow these steps:

1. Complete the digital Exit Clearance Checklist, which will be sent to you via email on your last day of work.
2. Return your laptop and related accessories to Central PC (IT@PITstop) first.
3. Then, return your department assets and staff pass to your Direct Manager or Pass Office.

If you have any questions or concerns, please feel free to reach out to me or my team. We're here to help make your offboarding process as smooth as possible.

Thank you for your service to Singtel, and we wish you all the best in your future endeavors!",38.460256052017215,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
