Question,copilot_answer,luisgpt_answer,response_time,faithfulness_rating,faithfulness_reason,factualness_rating,factualness_reason,clarity_rating,clarity_reason,relevance_rating,relevance_reason,conciseness_rating,conciseness_reason,overall_rating,overall_reason
Can I replace my Annual leave with medical - sick leave.,"Employees cannot replace consumed annual leave with medical leave or sick leave [1].

[1]: cite:1 ""Citation-1""","Based on the provided context, the answer to the question ""Can I replace my Annual leave with medical - sick leave"" is no. According to the policy, an employee cannot cancel his/her leave to be replaced by his/her sick leave as sick leave shall not be granted when the employee is on any planned approved leave (e.g., annual leave, maternity leave, statutory childcare leave). This is in line with the MOM guidelines, which state that an employee is not entitled to paid sick leave on the following occasions, even if he is given a medical leave by the doctor: rest days, public holidays, non-working days, during annual leave, during no-pay leave. Therefore, if an employee falls sick on his annual leave, his absence from work would still be treated as annual leave and not sick leave.

It's worth noting that employees who have fully utilized their sick leave can apply for annual leave in the event that they fall sick again, and if they have fully consumed their annual leave, they should apply for no-pay leave.",9.34247727394104,9,"Copilot accurately reflects the information provided in the source, stating that annual leave cannot be replaced with medical leave.",8,"Copilot provides accurate information, but it could benefit from additional context or details to fully support the statement.",9,Copilot presents information in a clear and straightforward manner.,10,Copilot's response is entirely relevant to the question asked.,10,Copilot provides a concise and to-the-point answer without unnecessary details.,9,"Copilot delivers a clear, concise, and mostly accurate answer, though it could include more context for completeness."
What is the working hours in Singtel,"Employees at Singtel are normally required to work not less than 42 hours or more than 44 hours a week. The working hours vary based on the work week pattern, such as five and a half days or five days, with specific start and end times for each scenario [1].

[1]: cite:1 ""Citation-1""","Based on the information provided, the working hours for Singtel employees are as follows:

* Full-time employees are required to work either 42 hours or 44 hours per week.
* Part-time employees are normally required to work a minimum of 18 hours a week and are entitled to pro-rata conditions comparable to a full-time position.
* The working hours for each day are determined by the manager and communicated to the employee.
* Employees are expected to work five days a week, with Saturday being a non-working day.
* An employee's rest day is scheduled by the line department and shall be communicated to the employee before the commencement of the month in which the rest days fall.
* An employee who is recalled to work on his scheduled off day for any period of less than four hours shall be given overtime compensation for four hours.
* If an employee is required to work on his scheduled rest day and such work is continued from a previous shift in which the employee was working on, such hours shall be regarded as work performed on a rest day.",8.548368167877197,7,Copilot accurately reflects the general working hours but lacks specific details about part-time employees and rest days.,7,Copilot provides mostly accurate information but does not mention part-time working hours or rest day policies.,9,Copilot presents information in a clear and understandable manner.,8,Copilot includes relevant details about working hours but omits some specifics that could be important.,9,Copilot provides a concise summary of the working hours without unnecessary details.,8,Copilot delivers a good answer but could improve by including more specific details about part-time employees and rest day policies.
i want to request certificate of employment,"To request a Certificate of Employment from Singtel HR, you need to follow these steps:
1. Log in to HRCentral (HRC).
2. On the home page, select ‘Employee Info’.
3. Select ‘My Forms – Flexi Work Arrangement’.
4. Click the pencil icon to fill up the request form.
5. Under ‘Request Type’, select ‘New’ to submit a new request.
6. Select the type of FWA you are requesting.
7. Complete all mandatory fields and click ‘Save’, then ‘Confirm’ to submit. [1]

[1]: cite:1 ""Citation-1""","Sure, here's a possible response:

""To request a certificate of employment, you can follow these steps:

1. Click on the following link to access the Certificate of Employment Request form: <a href=""https://apps.powerapps.com/play/e/default-beb276ac-6e9f-498e-8e31-019ee666decd/a/cf4b9892-d3f2-4bcd-8297-59dfbad3ef77?tenantId=beb276ac-6e9f-498e-8e31-019ee666decd&hint=ec9cafaf-f840-42fb-a403-b6ed18e1196e&sourcetime=1692925785113&source=portal"" target=""_blank"">Certificate of Employment Request</a>
2. Under * Type of Letter(s), select [General Purpose]
3. If you cannot find a match of the Addressee, scroll down to select ""THE OFFICER-IN-CHARGE"" and type the address in CAPITAL Letters in the ""Organization Address to be send to (if applicable) text box.""
4. Once you have submitted the request form, you will receive email notification upon successful submission of request. You will receive soft copy of the certificate of employment / letter of employment / company verification letter within 24 hours.
5. If you did not receive soft copy of the certificate of employment / letter of employment / company verification letter, please email to the People Ops Team for assistance. Singtel Employee: email [hremployteam@singtel.com] NCS Employee: email [ml-ncshropsup@singtel.com]

Please note that the certificate of employment is only available for employees who have been working at Singtel for more than 3 months. If you have any questions or concerns, you can reach out to the People Ops Team for assistance.""",7.713772249221802,5,"Copilot provides steps that seem unrelated to requesting a Certificate of Employment, focusing instead on Flexi Work Arrangement.",4,The steps provided by Copilot are not factually accurate for requesting a Certificate of Employment.,7,"Copilot presents the steps clearly, but they are not relevant to the task.",3,Copilot's response is mostly irrelevant to the request for a Certificate of Employment.,6,Copilot is concise but includes unnecessary steps that do not pertain to the request.,4,Copilot's answer is not effective for the given question and needs significant improvement.
What is annex a?,"Annex A in the context of Singtel HR refers to the Incident Report form that needs to be completed and submitted when an accident occurs, as part of the Work Injury Compensation Claims Procedures [1].

[1]: cite:1 ""Citation-1""","Based on the provided information, Annex A appears to be a document or letter required for Singapore Permanent Residence (PR) application. It is mentioned that the applicant needs to obtain the Annex A from their employer, and the employer needs to fill in and sign the form. The Annex A is then submitted together with the PR application form.

Therefore, Annex A is likely a supporting document that provides additional information about the applicant's employment history, income, and other relevant details that are required for the PR application process.",8.223766756057739,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
Where can i get a copy of annex a,"You can get a copy of Annex A by referring to the document titled ""Work Injury Compensation Claims Procedures (Singapore)"" [1].

[1]: cite:1 ""Citation-1""","Hi there! You can get a copy of Annex A for your PR application by requesting it through the Certificate of Employment Request portal on Singtel Group Espresso Home Page. Here are the steps:

1. Go to the Singtel Group Espresso Home Page (<<a href=""https://singtel.sharepoint.com/Pages/default.aspx>)"" target=""_blank"">https://singtel.sharepoint.com/Pages/default.aspx>)</a>
2. Click on SELF-SERVICE > Click on Certificate of Employment Request
3. Select [Addressed to ICA] under * Type of Letter(s)
4. Fill in the request form and submit it
5. You will receive an email notification upon successful submission of the request
6. You will receive a soft copy of the document/letter within 24 hours

If you have any issues or concerns, you can email the People Ops Team at <a href=""mailto:hremployteam@singtel.com"" target=""_blank"">hremployteam@singtel.com</a> (for Singtel employees) or <a href=""mailto:ml-ncshropsup@singtel.com"" target=""_blank"">ml-ncshropsup@singtel.com</a> (for NCS employees).

Alternatively, you can also retrieve/print your pay statements at HRCentral > Home > select ���View Payroll Information�۝ from the menu > Click on ���Payroll�۝ to get an income breakdown.

I hope this helps! Let me know if you have any further questions.

Additionally, you can check out the following links for more information:
- <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank""> Espresso </a> 
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",10.086459112167358,5,Copilot does not accurately reflect the information needed to obtain Annex A.,4,Copilot provides incorrect information regarding the source of Annex A.,7,Copilot presents information in a clear manner but it is not relevant to the question.,3,Copilot's response is not relevant to the question about obtaining Annex A.,8,"Copilot provides a concise response, but it is not useful for the question asked.",4,Copilot's answer is clear and concise but not relevant or accurate for obtaining Annex A.
How to access my payslip?,"To access your payslip, you can visit the Singtel HR portal and log in using your credentials. Once logged in, navigate to the payroll section where you should be able to view and download your payslip [1].

[1]: cite:1 ""Citation-1""","Hi there! You can access your payslip by following these steps:

1. Log in to HRCentral using your Singtel credentials.
2. Click on ""Home"" and select ""View Payroll Information.""
3. Click on ""Payroll"" to view your current month's payslip.
4. To view past month payslips, click on the ""<"" symbol at the top of the portlet.

If you have any issues or enquiries regarding your payslip, you can approach the Payroll Team via HR Assist > Payroll and Tax.

Alternatively, you can also refer to the Quick Guide for Employees_Payroll, which is available on the Singtel SharePoint site, to learn how to interpret your payslip.

I hope this helps! Let me know if you have any further questions. ?��?

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.service-now.com/hr?sysparm_stack=no&sys_id=6683f210dbd3041058647b088c96193f&catalog_id=-1&id=sc_category' target='_blank'> HR Assist </a> 
- <a href='https://singtel.sharepoint.com/sites/app_grouphr/hrcentral/Documents/Quick%20Guide%20for%20Employees_Payroll.pdf' target='_blank'> Quick Guide for Employees_Payroll.pdf </a> 
- If you have any queries, please visit <a href='https://singtel.service-now.com/hr?sysparm_stack=no&sys_id=6683f210dbd3041058647b088c96193f&catalog_id=-1&id=sc_category' target='_blank'> HR Assist </a> to raise a ticket 
",12.728156757354736,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
How to print or download my payslip?,"To print or download your payslip from Singtel, you can follow these steps:

1. **Log in to the Employee Portal:**
   - Visit the Singtel Employee Portal and log in using your credentials.

2. **Navigate to the Payslip Section:**
   - Once logged in, look for the section labeled ""Payslips"" or ""Payroll."" This is usually found under the ""HR"" or ""Employee Services"" tab.

3. **Select the Payslip:**
   - Choose the payslip for the specific month or period you want to download or print.

4. **Download or Print:**
   - There should be an option to either download the payslip as a PDF or print it directly. Click on the appropriate button.

5. **Save or Print:**
   - If you chose to download, save the PDF to your desired location on your computer.
   - If you chose to print, ensure your printer is connected and configured, then proceed with printing.

If you encounter any issues or need further assistance, you can contact the HR support team for help.
AI-generated content may be incorrect","Hi there! I'm happy to help you with your question. However, I couldn't find any information related to printing or downloading payslips in the provided context.

But don't worry, I can suggest a few ways to access your payslip:

1. HRCentral: You can view and print your payslip via HRCentral > Home > select ""View Payroll Information"" > Click on ""Payroll"".
2. Singtel's Employee Self-Service Portal: You can log in to the portal and navigate to the ""Payroll"" section to view and download your payslip.
3. Contact Payroll Team: If you have any issues or concerns regarding your payslip, you can reach out to the Payroll Team via HR Assist > <a href=""https://singtel.service-now.com/hr?sysparm_stack=no&sys_id=6683f210dbd3041058647b088c96193f&catalog_id=-1&id=sc_category"" target=""_blank"">Payroll and Tax</a>.

I hope this helps! Let me know if you have any further questions.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.sharepoint.com/sites/app_grouphr/hrcentral/Documents/Quick%20Guide%20for%20Employees_Payroll.pdf' target='_blank'> Quick Guide for Employees_Payroll.pdf </a> 
",14.297362279891967,7,Copilot provides a general guide that is likely accurate but not specific to Singtel's actual process.,6,Copilot's steps are generally correct but may not align perfectly with Singtel's actual portal navigation.,9,Copilot presents the steps in a clear and logical sequence.,7,Copilot's instructions are mostly relevant but include some assumptions about the portal layout.,8,Copilot provides a concise summary without unnecessary details.,8,Copilot delivers a good answer but could be more specific to Singtel's actual process.
where do i get certificate of employment?,"To obtain a Certificate of Employment, your off-boarding process must commence with the approval of the termination workflow in HRC by your manager. The Certificate of Employment is included in the Acknowledgement of Resignation Letter, which you are encouraged to save for your records [1].

[1]: cite:1 ""Citation-1""","Sure! Here's a short and concise answer to the question ""where do i get certificate of employment?"":

You can request for a certificate of employment by clicking on the following link > <a href=""https://apps.powerapps.com/play/e/default-beb276ac-6e9f-498e-8e31-019ee666decd/a/cf4b9892-d3f2-4bcd-8297-59dfbad3ef77?tenantId=beb276ac-6e9f-498e-8e31-019ee666decd&hint=ec9cafaf-f840-42fb-a403-b6ed18e1196e&sourcetime=1692925785113&source=portal"" target=""_blank"">Certificate of Employment Request</a>. Alternatively, you may access it through <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank"">Singtel Group Espresso Home Page</a> > go > SELF-SERVICE > Click on Certificate of Employment Request. Fill out the required information and submit the request form. You will receive an email notification upon successful submission of the request, and you will receive a soft copy of the certificate of employment within 24 hours. If you have any issues, you can email the People Ops Team for assistance.

Additionally, you can check out the following links for more information:
- <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank""> Espresso </a> 
",12.287228536605834,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
can i take leave to attend NS Graduation?,"Employees may utilize up to 1 day out of the 5 Flexi-Family Leave days a year for attendance of NS-related milestone events and ceremonies, such as NS Graduation [1].

[1]: cite:1 ""Citation-1""","Hello! As a Human Resource (HR) Assistant, I'm happy to help you with your query.

Yes, you can utilize Flexi Family Leave - NS Milestones for attending NS-related milestone events and ceremonies, including the Enlistment and Passing Out Parade (POP) for your child.

To apply for this leave, please submit an application via HRCentral, supported with appropriate documentation, such as a letter or email from the SAF or MINDEF/MHA, indicating the date and details of the event. Your manager will review and approve your application.

Remember, you have up to 5 Flexi Family Leave days available per year, and you can use up to 1 day out of the 5 days for NS-related milestone events and ceremonies.

If you have any further questions or concerns, feel free to reach out to me.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",8.669507455825805,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
when will i get paid flexible benefit,"Escalating to a live agent is not currently configured for this bot, however this is where the bot could provide information about how to get in touch with someone another way.

Is there anything else I can help you with?","Based on the information provided, the flexible benefits dollar is paid out annually, and the payment is made in the month of July. To be eligible for the payout, employees must be in service as at 30 June of the same year. Therefore, if you are a regular employee who is in service as at 30 June, you can expect to receive your flexible benefits dollar payout in July.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Benefits/Pages/Flexi-Benefits-Dollar.aspx' target='_blank'> Flexi-Benefits-Dollar </a> 
",4.683502864837647,2,Copilot does not provide any information related to the question about flexible benefits payout.,1,Copilot's response is not factually accurate as it does not address the question asked.,5,"While the response is clear, it does not provide any useful information related to the question.",1,The response is not relevant to the question about flexible benefits payout.,7,The response is concise but lacks the necessary information to answer the question.,2,Copilot's response is not helpful as it does not address the question about flexible benefits payout.
how to apply birthday leave,"To apply for Birthday leave, you need to follow these steps:
1. Log in to the HR system.
2. Navigate to the leave application section.
3. Select ""Birthday Leave"" as the type of leave you wish to apply for.
4. Choose the date within your birthday month for the leave.
5. Submit the application for approval by your manager [1].

[1]: cite:1 ""Citation-1""","To apply for FFL - Birthday Leave, please follow these steps:

1. Go to HRCentral > Home > select ""Time-off"" and select FFL ��� Birthday Leave.
2. Choose the date of your birthday month that you want to take off.
3. Submit your application for approval.

Note: If you are still under probation, you may need to obtain supervisor approval before applying for FFL - Birthday Leave.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",12.040224742889404,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
