question,copilot_answer,luisgpt_answer,response_time,question,contexts,answer,ground_truth,context_precision,context_recall,faithfulness,answer_relevancy
injured while at work,"Hello! To be able to help you, I'll need you to sign in.","Hello! I'm Luis, HR Assistant at Singtel. Sorry to hear that you've been injured while at work. I'm here to help you with any questions or concerns you may have regarding your Work Injury Compensation claim.

Please note that all work-related injuries must be reported to your supervisor and HR immediately. You can find the Work Injury Compensation Claims Procedures in the attached document.

For your claim, please submit the following documents to AWAC via email with a copy to Singtel RM and Marsh:

1. Duly completed Work Injury Compensation Claim Form (Annex B)
2. Copy of Incident Report
3. Copy of the injured employee's employment pass/work permit/NRIC
4. All medical bills/certificates
5. Salary pay slips for the past 12 months prior to the accident date

If your claim is covered under the Work Injury Compensation Act (""WICA""), AWAC will follow up with specific questions within 5 working days.

Remember, it's important to seek medical attention immediately if you've been injured at work. Singtel will pay for your medical expenses and issue a letter of guarantee for hospitalization.

Feel free to reach out to me if you have any questions or concerns. I'm here to help you through this process.",0.2182385444641113,injured while at work,"['Hello! I\'m Luis, HR Assistant at Singtel. Sorry to hear that you\'ve been injured while at work. I\'m here to help you with any questions or concerns you may have regarding your Work Injury Compensation claim.\n\nPlease note that all work-related injuries must be reported to your supervisor and HR immediately. You can find the Work Injury Compensation Claims Procedures in the attached document.\n\nFor your claim, please submit the following documents to AWAC via email with a copy to Singtel RM and Marsh:\n\n1. Duly completed Work Injury Compensation Claim Form (Annex B)\n2. Copy of Incident Report\n3. Copy of the injured employee\'s employment pass/work permit/NRIC\n4. All medical bills/certificates\n5. Salary pay slips for the past 12 months prior to the accident date\n\nIf your claim is covered under the Work Injury Compensation Act (""WICA""), AWAC will follow up with specific questions within 5 working days.\n\nRemember, it\'s important to seek medical attention immediately if you\'ve been injured at work. Singtel will pay for your medical expenses and issue a letter of guarantee for hospitalization.\n\nFeel free to reach out to me if you have any questions or concerns. I\'m here to help you through this process.']","Hello! To be able to help you, I'll need you to sign in.","Hello! I'm Luis, HR Assistant at Singtel. Sorry to hear that you've been injured while at work. I'm here to help you with any questions or concerns you may have regarding your Work Injury Compensation claim.

Please note that all work-related injuries must be reported to your supervisor and HR immediately. You can find the Work Injury Compensation Claims Procedures in the attached document.

For your claim, please submit the following documents to AWAC via email with a copy to Singtel RM and Marsh:

1. Duly completed Work Injury Compensation Claim Form (Annex B)
2. Copy of Incident Report
3. Copy of the injured employee's employment pass/work permit/NRIC
4. All medical bills/certificates
5. Salary pay slips for the past 12 months prior to the accident date

If your claim is covered under the Work Injury Compensation Act (""WICA""), AWAC will follow up with specific questions within 5 working days.

Remember, it's important to seek medical attention immediately if you've been injured at work. Singtel will pay for your medical expenses and issue a letter of guarantee for hospitalization.

Feel free to reach out to me if you have any questions or concerns. I'm here to help you through this process.",0.9999999999,1.0,0.0,0.0
when will i get paid flexible benefit,"Hello! To be able to help you, I'll need you to sign in.","Based on the information provided, the flexible benefits dollar is paid out annually, and the payment is made in the month of July. To be eligible for the payout, employees must be in service as at 30 June of the same year. Therefore, if you are a regular employee who is in service as at 30 June, you can expect to receive your flexible benefits dollar payout in July.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Benefits/Pages/Flexi-Benefits-Dollar.aspx' target='_blank'> Flexi-Benefits-Dollar </a> 
",0.2183756351470947,when will i get paid flexible benefit,"[""Based on the information provided, the flexible benefits dollar is paid out annually, and the payment is made in the month of July. To be eligible for the payout, employees must be in service as at 30 June of the same year. Therefore, if you are a regular employee who is in service as at 30 June, you can expect to receive your flexible benefits dollar payout in July.\n\nAdditionally, you can check out the following links for more information:\n- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Benefits/Pages/Flexi-Benefits-Dollar.aspx' target='_blank'> Flexi-Benefits-Dollar </a> \n""]","Hello! To be able to help you, I'll need you to sign in.","Based on the information provided, the flexible benefits dollar is paid out annually, and the payment is made in the month of July. To be eligible for the payout, employees must be in service as at 30 June of the same year. Therefore, if you are a regular employee who is in service as at 30 June, you can expect to receive your flexible benefits dollar payout in July.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Benefits/Pages/Flexi-Benefits-Dollar.aspx' target='_blank'> Flexi-Benefits-Dollar </a> 
",0.9999999999,1.0,0.0,0.0
how to apply birthday leave,"Hello! To be able to help you, I'll need you to sign in.","To apply for FFL - Birthday Leave, please follow these steps:

1. Go to HRCentral > Home > select ""Time-off"" and select FFL ��� Birthday Leave.
2. Choose the date of your birthday month that you want to take off.
3. Submit your application for approval.

Note: If you are still under probation, you may need to obtain supervisor approval before applying for FFL - Birthday Leave.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",0.077664566040039,how to apply birthday leave,"['To apply for FFL - Birthday Leave, please follow these steps:\n\n1. Go to HRCentral > Home > select ""Time-off"" and select FFL ��� Birthday Leave.\n2. Choose the date of your birthday month that you want to take off.\n3. Submit your application for approval.\n\nNote: If you are still under probation, you may need to obtain supervisor approval before applying for FFL - Birthday Leave.\n\nAdditionally, you can check out the following links for more information:\n- To access HRCentral, you may visit Espresso > Self-service > HRCentral \n']","Hello! To be able to help you, I'll need you to sign in.","To apply for FFL - Birthday Leave, please follow these steps:

1. Go to HRCentral > Home > select ""Time-off"" and select FFL ��� Birthday Leave.
2. Choose the date of your birthday month that you want to take off.
3. Submit your application for approval.

Note: If you are still under probation, you may need to obtain supervisor approval before applying for FFL - Birthday Leave.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",0.9999999999,1.0,0.0,0.0
how do i resign,"Hello! To be able to help you, I'll need you to sign in.","To resign from your job, you can follow these steps:

1. Inform your manager about your intention to resign.
2. Go to HRCentral > Home > Employee Info > click on ""Take Action"" on the upper right-hand side of the banner > select ""Termination of Service"" and complete the following steps:
	* Select your Date Notice Given (i.e., the date of resignation).
	* Select your Termination Date/Last Day of Service.
	* Select your Termination Reason from the drop-down list.
	* Click Submit.
	* Input comments, if any.
	* Click Confirm.
3. A workflow will be sent to your Direct Manager. The system will auto-approve after 7 days if there is no action from your Direct Manager. An email notification will be sent to you once approved.

It's important to note that employees are not required to submit any hardcopy resignation letter to their manager. The online process through HRCentral is sufficient.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",0.223564338684082,how do i resign,"['To resign from your job, you can follow these steps:\n\n1. Inform your manager about your intention to resign.\n2. Go to HRCentral > Home > Employee Info > click on ""Take Action"" on the upper right-hand side of the banner > select ""Termination of Service"" and complete the following steps:\n\t* Select your Date Notice Given (i.e., the date of resignation).\n\t* Select your Termination Date/Last Day of Service.\n\t* Select your Termination Reason from the drop-down list.\n\t* Click Submit.\n\t* Input comments, if any.\n\t* Click Confirm.\n3. A workflow will be sent to your Direct Manager. The system will auto-approve after 7 days if there is no action from your Direct Manager. An email notification will be sent to you once approved.\n\nIt\'s important to note that employees are not required to submit any hardcopy resignation letter to their manager. The online process through HRCentral is sufficient.\n\nAdditionally, you can check out the following links for more information:\n- To access HRCentral, you may visit Espresso > Self-service > HRCentral \n']","Hello! To be able to help you, I'll need you to sign in.","To resign from your job, you can follow these steps:

1. Inform your manager about your intention to resign.
2. Go to HRCentral > Home > Employee Info > click on ""Take Action"" on the upper right-hand side of the banner > select ""Termination of Service"" and complete the following steps:
	* Select your Date Notice Given (i.e., the date of resignation).
	* Select your Termination Date/Last Day of Service.
	* Select your Termination Reason from the drop-down list.
	* Click Submit.
	* Input comments, if any.
	* Click Confirm.
3. A workflow will be sent to your Direct Manager. The system will auto-approve after 7 days if there is no action from your Direct Manager. An email notification will be sent to you once approved.

It's important to note that employees are not required to submit any hardcopy resignation letter to their manager. The online process through HRCentral is sufficient.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",0.9999999999,1.0,0.0,0.0
how do i return my laptop when i resign,"Hello! To be able to help you, I'll need you to sign in.","Hello! I'm Luis, HR Assistant at Singtel. Thank you for reaching out to us.

To return your laptop when you resign, please follow these steps:

1. Complete the digital Exit Clearance Checklist, which will be sent to you via email on your last day of work.
2. Return your laptop and related accessories to Central PC (IT@PITstop) first.
3. Then, return your department assets and staff pass to your Direct Manager or Pass Office.

If you have any questions or concerns, please feel free to reach out to me or my team. We're here to help make your offboarding process as smooth as possible.

Thank you for your service to Singtel, and we wish you all the best in your future endeavors!",0.2119900703430176,how do i return my laptop when i resign,"[""Hello! I'm Luis, HR Assistant at Singtel. Thank you for reaching out to us.\n\nTo return your laptop when you resign, please follow these steps:\n\n1. Complete the digital Exit Clearance Checklist, which will be sent to you via email on your last day of work.\n2. Return your laptop and related accessories to Central PC (IT@PITstop) first.\n3. Then, return your department assets and staff pass to your Direct Manager or Pass Office.\n\nIf you have any questions or concerns, please feel free to reach out to me or my team. We're here to help make your offboarding process as smooth as possible.\n\nThank you for your service to Singtel, and we wish you all the best in your future endeavors!""]","Hello! To be able to help you, I'll need you to sign in.","Hello! I'm Luis, HR Assistant at Singtel. Thank you for reaching out to us.

To return your laptop when you resign, please follow these steps:

1. Complete the digital Exit Clearance Checklist, which will be sent to you via email on your last day of work.
2. Return your laptop and related accessories to Central PC (IT@PITstop) first.
3. Then, return your department assets and staff pass to your Direct Manager or Pass Office.

If you have any questions or concerns, please feel free to reach out to me or my team. We're here to help make your offboarding process as smooth as possible.

Thank you for your service to Singtel, and we wish you all the best in your future endeavors!",0.9999999999,1.0,0.0,0.0
how to apply leaves,"Hello! To be able to help you, I'll need you to sign in.","As a Human Resource (HR) Assistant at Singtel, I'm happy to help you with your query.

To apply for leaves, please follow these steps:

1. Determine the type of leave you wish to take. Singtel offers various types of leaves, including Annual Leave, Medical Leave, and other special leaves.
2. Check your eligibility for the leave. Refer to the Singtel HR policies and guidelines for the specific leave you are interested in to see if you meet the eligibility criteria.
3. Discuss your leave plans with your immediate supervisor or manager. They can provide guidance on the leave application process and help you determine the best time for your leave.
4. Complete the leave application form. You can find the form on the Singtel intranet or obtain it from your HR representative.
5. Submit the form to your immediate supervisor or manager for approval. They will review your application and forward it to HR for processing.
6. Wait for HR to process your application. They will verify your eligibility and ensure that your leave does not conflict with business needs.
7. Once your leave is approved, make sure to update your calendar and inform your team members about your absence.

Remember to follow the Singtel HR policies and guidelines when applying for leaves to ensure a smooth and successful application process. If you have any questions or concerns, don't hesitate to reach out to your HR representative for assistance.

Additionally, you can check out the following links for more information:
- <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank""> Espresso </a> 
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",0.2197622776031494,how to apply leaves,"['As a Human Resource (HR) Assistant at Singtel, I\'m happy to help you with your query.\n\nTo apply for leaves, please follow these steps:\n\n1. Determine the type of leave you wish to take. Singtel offers various types of leaves, including Annual Leave, Medical Leave, and other special leaves.\n2. Check your eligibility for the leave. Refer to the Singtel HR policies and guidelines for the specific leave you are interested in to see if you meet the eligibility criteria.\n3. Discuss your leave plans with your immediate supervisor or manager. They can provide guidance on the leave application process and help you determine the best time for your leave.\n4. Complete the leave application form. You can find the form on the Singtel intranet or obtain it from your HR representative.\n5. Submit the form to your immediate supervisor or manager for approval. They will review your application and forward it to HR for processing.\n6. Wait for HR to process your application. They will verify your eligibility and ensure that your leave does not conflict with business needs.\n7. Once your leave is approved, make sure to update your calendar and inform your team members about your absence.\n\nRemember to follow the Singtel HR policies and guidelines when applying for leaves to ensure a smooth and successful application process. If you have any questions or concerns, don\'t hesitate to reach out to your HR representative for assistance.\n\nAdditionally, you can check out the following links for more information:\n- <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank""> Espresso </a> \n- To access HRCentral, you may visit Espresso > Self-service > HRCentral \n']","Hello! To be able to help you, I'll need you to sign in.","As a Human Resource (HR) Assistant at Singtel, I'm happy to help you with your query.

To apply for leaves, please follow these steps:

1. Determine the type of leave you wish to take. Singtel offers various types of leaves, including Annual Leave, Medical Leave, and other special leaves.
2. Check your eligibility for the leave. Refer to the Singtel HR policies and guidelines for the specific leave you are interested in to see if you meet the eligibility criteria.
3. Discuss your leave plans with your immediate supervisor or manager. They can provide guidance on the leave application process and help you determine the best time for your leave.
4. Complete the leave application form. You can find the form on the Singtel intranet or obtain it from your HR representative.
5. Submit the form to your immediate supervisor or manager for approval. They will review your application and forward it to HR for processing.
6. Wait for HR to process your application. They will verify your eligibility and ensure that your leave does not conflict with business needs.
7. Once your leave is approved, make sure to update your calendar and inform your team members about your absence.

Remember to follow the Singtel HR policies and guidelines when applying for leaves to ensure a smooth and successful application process. If you have any questions or concerns, don't hesitate to reach out to your HR representative for assistance.

Additionally, you can check out the following links for more information:
- <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank""> Espresso </a> 
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",0.9999999999,1.0,0.0,0.0
how to submit my expense claim?,"Hello! To be able to help you, I'll need you to sign in.","To submit your expense claim, you can follow these steps:

1. Go to HRCentral > Home menu > Expense and Travel.
2. Click on the 'Create New Claim' tile or select 'New' > 'Start a Request' from the Quick Task Bar.
3. Complete all required fields (marked with red bars) and optional fields as needed.
4. Attach images/PDFs of all receipts directly into the system.
5. Submit your claim.

Note: Employees are not required to submit original receipts. The approver will review all supporting documents online prior to approval. Please note that employees are required to retain physical copies of the receipts for 6 months (Singapore) for internal audit purpose.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",0.0933470249176025,how to submit my expense claim?,"[""To submit your expense claim, you can follow these steps:\n\n1. Go to HRCentral > Home menu > Expense and Travel.\n2. Click on the 'Create New Claim' tile or select 'New' > 'Start a Request' from the Quick Task Bar.\n3. Complete all required fields (marked with red bars) and optional fields as needed.\n4. Attach images/PDFs of all receipts directly into the system.\n5. Submit your claim.\n\nNote: Employees are not required to submit original receipts. The approver will review all supporting documents online prior to approval. Please note that employees are required to retain physical copies of the receipts for 6 months (Singapore) for internal audit purpose.\n\nAdditionally, you can check out the following links for more information:\n- To access HRCentral, you may visit Espresso > Self-service > HRCentral \n""]","Hello! To be able to help you, I'll need you to sign in.","To submit your expense claim, you can follow these steps:

1. Go to HRCentral > Home menu > Expense and Travel.
2. Click on the 'Create New Claim' tile or select 'New' > 'Start a Request' from the Quick Task Bar.
3. Complete all required fields (marked with red bars) and optional fields as needed.
4. Attach images/PDFs of all receipts directly into the system.
5. Submit your claim.

Note: Employees are not required to submit original receipts. The approver will review all supporting documents online prior to approval. Please note that employees are required to retain physical copies of the receipts for 6 months (Singapore) for internal audit purpose.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",0.9999999999,1.0,0.0,0.0
How to enter attendees in my expense claim?,"Hello! To be able to help you, I'll need you to sign in.","Based on the provided information, it appears that the process for entering attendees in an expense claim is not explicitly mentioned. However, it's suggested to follow the steps below:

1. Click on ""Expense""
2. Click on ""Claim Library""
3. Click on the specific claim you want to edit
4. Scroll down to the ""Attendees"" section
5. Click on the ""Add Attendee"" button
6. Enter the attendee's name and email address
7. Select the appropriate attendee type (e.g., ""Colleague"")
8. Add any additional attendees as needed
9. Click ""Save"" to save the attendees' information

Note: The exact steps may vary slightly depending on the specific version of the system being used. If you're unable to locate the option to add attendees, it's recommended to consult the system's user guide or contact the system administrator for assistance.",0.2123271942138672,How to enter attendees in my expense claim?,"['Based on the provided information, it appears that the process for entering attendees in an expense claim is not explicitly mentioned. However, it\'s suggested to follow the steps below:\n\n1. Click on ""Expense""\n2. Click on ""Claim Library""\n3. Click on the specific claim you want to edit\n4. Scroll down to the ""Attendees"" section\n5. Click on the ""Add Attendee"" button\n6. Enter the attendee\'s name and email address\n7. Select the appropriate attendee type (e.g., ""Colleague"")\n8. Add any additional attendees as needed\n9. Click ""Save"" to save the attendees\' information\n\nNote: The exact steps may vary slightly depending on the specific version of the system being used. If you\'re unable to locate the option to add attendees, it\'s recommended to consult the system\'s user guide or contact the system administrator for assistance.']","Hello! To be able to help you, I'll need you to sign in.","Based on the provided information, it appears that the process for entering attendees in an expense claim is not explicitly mentioned. However, it's suggested to follow the steps below:

1. Click on ""Expense""
2. Click on ""Claim Library""
3. Click on the specific claim you want to edit
4. Scroll down to the ""Attendees"" section
5. Click on the ""Add Attendee"" button
6. Enter the attendee's name and email address
7. Select the appropriate attendee type (e.g., ""Colleague"")
8. Add any additional attendees as needed
9. Click ""Save"" to save the attendees' information

Note: The exact steps may vary slightly depending on the specific version of the system being used. If you're unable to locate the option to add attendees, it's recommended to consult the system's user guide or contact the system administrator for assistance.",0.9999999999,1.0,0.0,0.0
what is salary pay date?,"Hello! To be able to help you, I'll need you to sign in.","Based on the provided information, the salary pay date for new hires who have joined before the payroll cutoff date is the 25th of the month. If the 25th falls on a Saturday, Sunday, or public holiday, the pay day will be the preceding working day. For new hires who have not joined before the payroll cutoff date, their first pay will be paid by the 7th of the following month through bank provided that the valid bank account has been updated into HRCentral. If the bank account is not valid in HRCentral, the salary would be paid by cheque. Payroll Team will notify new hires of the date and time of cheque collection.

Therefore, the salary pay date for new hires is the 25th of the month or the preceding working day if the 25th falls on a Saturday, Sunday, or public holiday, and for those who have not joined before the payroll cutoff date, it is the 7th of the following month.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Remuneration/Pages/Payroll.aspx' target='_blank'> Payroll </a> 
- <a href='https://singtel.service-now.com/hr?sysparm_stack=no&sys_id=6683f210dbd3041058647b088c96193f&catalog_id=-1&id=sc_category' target='_blank'> HR Assist </a> 
- If you have any queries, please visit <a href='https://singtel.service-now.com/hr?sysparm_stack=no&sys_id=6683f210dbd3041058647b088c96193f&catalog_id=-1&id=sc_category' target='_blank'> HR Assist </a> to raise a ticket 
",0.3499528884887695,what is salary pay date?,"[""Based on the provided information, the salary pay date for new hires who have joined before the payroll cutoff date is the 25th of the month. If the 25th falls on a Saturday, Sunday, or public holiday, the pay day will be the preceding working day. For new hires who have not joined before the payroll cutoff date, their first pay will be paid by the 7th of the following month through bank provided that the valid bank account has been updated into HRCentral. If the bank account is not valid in HRCentral, the salary would be paid by cheque. Payroll Team will notify new hires of the date and time of cheque collection.\n\nTherefore, the salary pay date for new hires is the 25th of the month or the preceding working day if the 25th falls on a Saturday, Sunday, or public holiday, and for those who have not joined before the payroll cutoff date, it is the 7th of the following month.\n\nAdditionally, you can check out the following links for more information:\n- To access HRCentral, you may visit Espresso > Self-service > HRCentral \n- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Remuneration/Pages/Payroll.aspx' target='_blank'> Payroll </a> \n- <a href='https://singtel.service-now.com/hr?sysparm_stack=no&sys_id=6683f210dbd3041058647b088c96193f&catalog_id=-1&id=sc_category' target='_blank'> HR Assist </a> \n- If you have any queries, please visit <a href='https://singtel.service-now.com/hr?sysparm_stack=no&sys_id=6683f210dbd3041058647b088c96193f&catalog_id=-1&id=sc_category' target='_blank'> HR Assist </a> to raise a ticket \n""]","Hello! To be able to help you, I'll need you to sign in.","Based on the provided information, the salary pay date for new hires who have joined before the payroll cutoff date is the 25th of the month. If the 25th falls on a Saturday, Sunday, or public holiday, the pay day will be the preceding working day. For new hires who have not joined before the payroll cutoff date, their first pay will be paid by the 7th of the following month through bank provided that the valid bank account has been updated into HRCentral. If the bank account is not valid in HRCentral, the salary would be paid by cheque. Payroll Team will notify new hires of the date and time of cheque collection.

Therefore, the salary pay date for new hires is the 25th of the month or the preceding working day if the 25th falls on a Saturday, Sunday, or public holiday, and for those who have not joined before the payroll cutoff date, it is the 7th of the following month.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Remuneration/Pages/Payroll.aspx' target='_blank'> Payroll </a> 
- <a href='https://singtel.service-now.com/hr?sysparm_stack=no&sys_id=6683f210dbd3041058647b088c96193f&catalog_id=-1&id=sc_category' target='_blank'> HR Assist </a> 
- If you have any queries, please visit <a href='https://singtel.service-now.com/hr?sysparm_stack=no&sys_id=6683f210dbd3041058647b088c96193f&catalog_id=-1&id=sc_category' target='_blank'> HR Assist </a> to raise a ticket 
",0.9999999999,1.0,0.0,0.0
How to update bank account information for salary credit?,"Hello! To be able to help you, I'll need you to sign in.","To update bank account information for salary credit, you can follow these steps:

1. Go to HRCentral > Home > Employee Info > scroll down to ���Payment Details�۝
2. Click on the pencil icon next to ���Payment Information�۝
3. Input the effective date of change
4. Select the new bank and branch code from the drop-down list of Routing Number
5. Input your new bank Account Number
6. No need to change the Processing Type and Payment Method
7. Click Save and the change request will be submitted

It is important to note that the staff�۪s responsibility to observe the monthly payroll cut-off dates to effect the new bank account details. Please ensure that the correct Bank/Branch code and Bank Account Number are updated timely to avoid bank rejection which may cause delay in salary crediting or reimbursements. You can find the quick guide on how to update your bank account here: <<a href=""https://singtel.sharepoint.com/sites/app_grouphr/hrcentral/Documents/Quick%20Guide%20for%20Employees_Payroll_bankaccountno.pdf>"" target=""_blank"">https://singtel.sharepoint.com/sites/app_grouphr/hrcentral/Documents/Quick%20Guide%20for%20Employees_Payroll_bankaccountno.pdf></a>

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/policies/remuneration/pages/payroll.aspx' target='_blank'> payroll </a> 
",0.2220544338226318,How to update bank account information for salary credit?,"['To update bank account information for salary credit, you can follow these steps:\n\n1. Go to HRCentral > Home > Employee Info > scroll down to ���Payment Details�\u06dd\n2. Click on the pencil icon next to ���Payment Information�\u06dd\n3. Input the effective date of change\n4. Select the new bank and branch code from the drop-down list of Routing Number\n5. Input your new bank Account Number\n6. No need to change the Processing Type and Payment Method\n7. Click Save and the change request will be submitted\n\nIt is important to note that the staff�۪s responsibility to observe the monthly payroll cut-off dates to effect the new bank account details. Please ensure that the correct Bank/Branch code and Bank Account Number are updated timely to avoid bank rejection which may cause delay in salary crediting or reimbursements. You can find the quick guide on how to update your bank account here: <<a href=""https://singtel.sharepoint.com/sites/app_grouphr/hrcentral/Documents/Quick%20Guide%20for%20Employees_Payroll_bankaccountno.pdf>"" target=""_blank"">https://singtel.sharepoint.com/sites/app_grouphr/hrcentral/Documents/Quick%20Guide%20for%20Employees_Payroll_bankaccountno.pdf></a>\n\nAdditionally, you can check out the following links for more information:\n- To access HRCentral, you may visit Espresso > Self-service > HRCentral \n- <a href=\'https://singtel.sharepoint.com/sites/app_hrsingtel/policies/remuneration/pages/payroll.aspx\' target=\'_blank\'> payroll </a> \n']","Hello! To be able to help you, I'll need you to sign in.","To update bank account information for salary credit, you can follow these steps:

1. Go to HRCentral > Home > Employee Info > scroll down to ���Payment Details�۝
2. Click on the pencil icon next to ���Payment Information�۝
3. Input the effective date of change
4. Select the new bank and branch code from the drop-down list of Routing Number
5. Input your new bank Account Number
6. No need to change the Processing Type and Payment Method
7. Click Save and the change request will be submitted

It is important to note that the staff�۪s responsibility to observe the monthly payroll cut-off dates to effect the new bank account details. Please ensure that the correct Bank/Branch code and Bank Account Number are updated timely to avoid bank rejection which may cause delay in salary crediting or reimbursements. You can find the quick guide on how to update your bank account here: <<a href=""https://singtel.sharepoint.com/sites/app_grouphr/hrcentral/Documents/Quick%20Guide%20for%20Employees_Payroll_bankaccountno.pdf>"" target=""_blank"">https://singtel.sharepoint.com/sites/app_grouphr/hrcentral/Documents/Quick%20Guide%20for%20Employees_Payroll_bankaccountno.pdf></a>

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/policies/remuneration/pages/payroll.aspx' target='_blank'> payroll </a> 
",0.9999999999,1.0,0.0,0.0
cannot access hr sharepoint ,"Hello! To be able to help you, I'll need you to sign in.","Sorry to hear that you're having trouble accessing HR SharePoint. Here are some steps you can take to try and resolve the issue:

1. Check if HR SharePoint is available: Before you start troubleshooting, check if HR SharePoint is available and not experiencing any downtime. You can check the status of HR SharePoint on the Singtel intranet or contact IT Service Desk to confirm.
2. Clear cache and cookies: Sometimes, clearing your cache and cookies can resolve issues with accessing websites. To do this, go to your browser's settings and select the option to clear browsing data. Make sure to select the boxes for cookies and cached images and files.
3. Use a different browser: Try accessing HR SharePoint using a different browser, such as Chrome or Edge. Sometimes, compatibility issues can cause problems with certain browsers.
4. Check your login credentials: Ensure that your login credentials are correct and that you're using the correct account to access HR SharePoint. If you're still having trouble, try resetting your password or contacting IT Service Desk for assistance.
5. Contact IT Service Desk: If none of the above steps work, please contact IT Service Desk for further assistance. They can help diagnose the issue and provide guidance on how to resolve it.

Remember, if you're unable to access HR SharePoint, you can also try accessing HRCentral, which is the alternative platform for HR-related matters.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank""> Espresso </a> 
",0.2109796524047851,cannot access hr sharepoint ,"['Sorry to hear that you\'re having trouble accessing HR SharePoint. Here are some steps you can take to try and resolve the issue:\n\n1. Check if HR SharePoint is available: Before you start troubleshooting, check if HR SharePoint is available and not experiencing any downtime. You can check the status of HR SharePoint on the Singtel intranet or contact IT Service Desk to confirm.\n2. Clear cache and cookies: Sometimes, clearing your cache and cookies can resolve issues with accessing websites. To do this, go to your browser\'s settings and select the option to clear browsing data. Make sure to select the boxes for cookies and cached images and files.\n3. Use a different browser: Try accessing HR SharePoint using a different browser, such as Chrome or Edge. Sometimes, compatibility issues can cause problems with certain browsers.\n4. Check your login credentials: Ensure that your login credentials are correct and that you\'re using the correct account to access HR SharePoint. If you\'re still having trouble, try resetting your password or contacting IT Service Desk for assistance.\n5. Contact IT Service Desk: If none of the above steps work, please contact IT Service Desk for further assistance. They can help diagnose the issue and provide guidance on how to resolve it.\n\nRemember, if you\'re unable to access HR SharePoint, you can also try accessing HRCentral, which is the alternative platform for HR-related matters.\n\nAdditionally, you can check out the following links for more information:\n- To access HRCentral, you may visit Espresso > Self-service > HRCentral \n- <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank""> Espresso </a> \n']","Hello! To be able to help you, I'll need you to sign in.","Sorry to hear that you're having trouble accessing HR SharePoint. Here are some steps you can take to try and resolve the issue:

1. Check if HR SharePoint is available: Before you start troubleshooting, check if HR SharePoint is available and not experiencing any downtime. You can check the status of HR SharePoint on the Singtel intranet or contact IT Service Desk to confirm.
2. Clear cache and cookies: Sometimes, clearing your cache and cookies can resolve issues with accessing websites. To do this, go to your browser's settings and select the option to clear browsing data. Make sure to select the boxes for cookies and cached images and files.
3. Use a different browser: Try accessing HR SharePoint using a different browser, such as Chrome or Edge. Sometimes, compatibility issues can cause problems with certain browsers.
4. Check your login credentials: Ensure that your login credentials are correct and that you're using the correct account to access HR SharePoint. If you're still having trouble, try resetting your password or contacting IT Service Desk for assistance.
5. Contact IT Service Desk: If none of the above steps work, please contact IT Service Desk for further assistance. They can help diagnose the issue and provide guidance on how to resolve it.

Remember, if you're unable to access HR SharePoint, you can also try accessing HRCentral, which is the alternative platform for HR-related matters.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank""> Espresso </a> 
",0.9999999999,1.0,0.0,0.0
